GLAID,Borough,Priority,Empty,Bedroom
9738,Hackney,4,1 to 3 years,2B
9739,Hackney,3,1 to 3 years,2B
9740,Hackney,2,Over 5 years,3B
9741,Hackney,4,Over 5 years,3B
9742,Hackney,2,Over 5 years,2B
9743,Hackney,5,Over 5 years,4B
9744,Hackney,1,Over 5 years,3B
9745,Hackney,2,Over 5 years,3B
9746,Hackney,2,3 to 5 years,2B
9747,Hackney,2,Over 5 years,2B
9748,Hackney,5,Over 5 years,5B+
9749,Hackney,2,1 to 3 years,1B
9750,Hackney,4,3 to 5 years,4B
9751,Hackney,2,1 to 3 years,3B
9752,Hackney,2,1 to 3 years,4B
9753,Hackney,2,1 to 3 years,3B
9754,Hackney,2,Over 5 years,3B
9755,Hackney,3,Over 5 years,2B
9756,Hackney,2,Over 5 years,2B
9757,Hackney,3,1 to 3 years,2B
9758,Hackney,4,Over 5 years,2B
9759,Hackney,4,Over 5 years,2B
9760,Hackney,3,1 to 3 years,2B
9761,Hackney,3,1 to 3 years,3B
9762,Hackney,3,1 to 3 years,2B
9763,Hackney,3,1 to 3 years,3B
9764,Hackney,2,Over 5 years,2B
9765,Hackney,2,Over 5 years,2B
9766,Hackney,2,Over 5 years,1B
9767,Hackney,2,1 to 3 years,2B
9768,Hackney,2,1 to 3 years,2B
9769,Hackney,2,1 to 3 years,2B
9770,Hackney,1,Over 5 years,2B
9771,Hackney,2,1 to 3 years,2B
9772,Hackney,4,Over 5 years,3B
9773,Hackney,3,3 to 5 years,3B
9774,Hackney,3,3 to 5 years,3B
9775,Hackney,2,Over 5 years,3B
9776,Hackney,3,1 to 3 years,4B
9777,Hackney,2,Over 5 years,4B
9778,Hackney,3,1 to 3 years,2B
9779,Hackney,2,1 to 3 years,4B
9780,Hackney,5,Over 5 years,5B+
9781,Hackney,2,Over 5 years,1B
9782,Hackney,1,Over 5 years,2B
9783,Hackney,2,1 to 3 years,3B
9784,Hackney,2,1 to 3 years,4B
9785,Hackney,2,3 to 5 years,2B
9786,Hackney,2,1 to 3 years,1B
9787,Hackney,2,3 to 5 years,2B
9788,Hackney,3,3 to 5 years,2B
9789,Hackney,3,3 to 5 years,2B
9790,Hackney,2,Over 5 years,2B
9791,Hackney,2,Over 5 years,1B
9792,Hackney,3,3 to 5 years,1B
9793,Hackney,2,1 to 3 years,3B
9794,Hackney,2,1 to 3 years,2B
9795,Hackney,4,Over 5 years,5B+
9796,Hackney,2,Over 5 years,4B
9797,Hackney,5,Over 5 years,5B+
9798,Hackney,3,1 to 3 years,3B
9799,Hackney,2,Over 5 years,2B
9800,Hackney,2,Over 5 years,2B
9801,Hackney,2,Over 5 years,2B
9802,Hackney,4,1 to 3 years,1B
9803,Hackney,2,Over 5 years,1B
9804,Hackney,2,Over 5 years,1B
9805,Hackney,3,Over 5 years,3B
9806,Hackney,2,Over 5 years,2B
9807,Hackney,2,Over 5 years,3B
9808,Hackney,2,3 to 5 years,3B
9809,Hackney,2,3 to 5 years,2B
9810,Hackney,2,3 to 5 years,2B
9811,Hackney,2,3 to 5 years,2B
9812,Hackney,2,Over 5 years,1B
9813,Hackney,3,3 to 5 years,2B
9814,Hackney,3,Over 5 years,4B
9815,Hackney,2,1 to 3 years,1B
9816,Hackney,2,1 to 3 years,1B
9817,Hackney,2,Over 5 years,3B
9818,Hackney,4,Over 5 years,2B
9819,Hackney,3,Over 5 years,1B
9820,Hackney,3,1 to 3 years,3B
9821,Hackney,5,Over 5 years,1B
9822,Hackney,2,Over 5 years,1B
9823,Hackney,3,3 to 5 years,1B
9824,Hackney,1,Over 5 years,1B
9825,Hackney,2,1 to 3 years,3B
9826,Hackney,4,Over 5 years,2B
9827,Hackney,3,1 to 3 years,1B
9828,Hackney,3,3 to 5 years,2B
9829,Hackney,2,Over 5 years,1B
9830,Hackney,4,Over 5 years,2B
9831,Hackney,2,Over 5 years,1B
9832,Hackney,3,1 to 3 years,3B
9833,Hackney,2,Over 5 years,2B
9834,Hackney,2,Over 5 years,1B
9835,Hackney,3,3 to 5 years,2B
9836,Hackney,2,3 to 5 years,4B
9837,Hackney,3,Over 5 years,3B
9838,Hackney,2,1 to 3 years,3B
9839,Hackney,4,Over 5 years,3B
9840,Redbridge,2,Over 5 years,Unknown
9841,Redbridge,2,Over 5 years,Unknown
9842,Redbridge,3,3 to 5 years,Unknown
9843,Redbridge,3,3 to 5 years,Unknown
9844,Redbridge,3,3 to 5 years,Unknown
9845,Redbridge,2,3 to 5 years,Unknown
9846,Redbridge,2,3 to 5 years,Unknown
9847,Redbridge,3,1 to 3 years,Unknown
9848,Redbridge,3,1 to 3 years,Unknown
9849,Redbridge,3,1 to 3 years,Unknown
9850,Redbridge,2,1 to 3 years,Unknown
9852,Redbridge,3,1 to 3 years,Unknown
9853,Redbridge,2,1 to 3 years,Unknown
9854,Redbridge,2,1 to 3 years,Unknown
9855,Redbridge,2,1 to 3 years,Unknown
9856,Redbridge,2,1 to 3 years,Unknown
9857,Redbridge,2,1 to 3 years,Unknown
9858,Redbridge,2,1 to 3 years,Unknown
9859,Redbridge,2,1 to 3 years,Unknown
9860,Redbridge,2,1 to 3 years,Unknown
9861,Redbridge,2,1 to 3 years,Unknown
9862,Redbridge,2,1 to 3 years,Unknown
9863,Redbridge,2,1 to 3 years,Unknown
9864,Redbridge,2,1 to 3 years,Unknown
9865,Redbridge,2,1 to 3 years,Unknown
9866,Redbridge,2,1 to 3 years,Unknown
9867,Redbridge,2,1 to 3 years,Unknown
9868,Redbridge,2,1 to 3 years,Unknown
9869,Redbridge,2,1 to 3 years,Unknown
9870,Redbridge,2,1 to 3 years,Unknown
9871,Redbridge,2,1 to 3 years,Unknown
9872,Redbridge,2,1 to 3 years,Unknown
9873,Redbridge,2,1 to 3 years,Unknown
9874,Redbridge,2,1 to 3 years,Unknown
9875,Redbridge,2,1 to 3 years,Unknown
9876,Redbridge,2,1 to 3 years,Unknown
9877,Redbridge,2,1 to 3 years,Unknown
9878,Redbridge,2,1 to 3 years,Unknown
9879,Redbridge,2,1 to 3 years,Unknown
9880,Redbridge,3,1 to 3 years,Unknown
9881,Redbridge,2,1 to 3 years,Unknown
9882,Redbridge,2,1 to 3 years,Unknown
9883,Redbridge,2,1 to 3 years,Unknown
9884,Redbridge,2,1 to 3 years,Unknown
9885,Redbridge,2,1 to 3 years,Unknown
9886,Redbridge,2,1 to 3 years,Unknown
9887,Redbridge,2,1 to 3 years,Unknown
9888,Redbridge,2,1 to 3 years,Unknown
9889,Redbridge,2,1 to 3 years,Unknown
9890,Redbridge,2,1 to 3 years,Unknown
9891,Redbridge,2,1 to 3 years,Unknown
9892,Redbridge,2,1 to 3 years,Unknown
9893,Redbridge,2,1 to 3 years,Unknown
9894,Redbridge,2,1 to 3 years,Unknown
9895,Redbridge,2,1 to 3 years,Unknown
9896,Redbridge,2,1 to 3 years,Unknown
9897,Redbridge,2,1 to 3 years,Unknown
9898,Redbridge,2,1 to 3 years,Unknown
9899,Redbridge,2,1 to 3 years,Unknown
9900,Redbridge,2,1 to 3 years,Unknown
9901,Redbridge,2,1 to 3 years,Unknown
9902,Redbridge,2,1 to 3 years,Unknown
9903,Redbridge,2,1 to 3 years,Unknown
9904,Redbridge,2,1 to 3 years,Unknown
9905,Redbridge,2,1 to 3 years,Unknown
9906,Redbridge,2,1 to 3 years,Unknown
9907,Redbridge,2,1 to 3 years,Unknown
9908,Redbridge,2,1 to 3 years,Unknown
9909,Redbridge,2,1 to 3 years,Unknown
9910,Redbridge,2,1 to 3 years,Unknown
9911,Redbridge,3,1 to 3 years,Unknown
9912,Redbridge,3,1 to 3 years,Unknown
9913,Redbridge,4,1 to 3 years,Unknown
9914,Redbridge,2,1 to 3 years,Unknown
9915,Redbridge,3,1 to 3 years,Unknown
9916,Redbridge,4,1 to 3 years,Unknown
9917,Redbridge,2,1 to 3 years,Unknown
9918,Redbridge,2,1 to 3 years,Unknown
9919,Redbridge,3,1 to 3 years,Unknown
9920,Redbridge,2,1 to 3 years,Unknown
9921,Redbridge,1,1 to 3 years,Unknown
9922,Redbridge,4,1 to 3 years,Unknown
9923,Redbridge,4,1 to 3 years,Unknown
9924,Redbridge,3,1 to 3 years,Unknown
9925,Redbridge,4,1 to 3 years,Unknown
9926,Redbridge,2,1 to 3 years,Unknown
9930,Redbridge,4,1 to 3 years,Unknown
9931,Redbridge,4,1 to 3 years,Unknown
9932,Redbridge,3,1 to 3 years,Unknown
9933,Redbridge,4,1 to 3 years,Unknown
9934,Redbridge,3,1 to 3 years,Unknown
9935,Redbridge,2,1 to 3 years,Unknown
9936,Redbridge,3,1 to 3 years,Unknown
9937,Redbridge,4,1 to 3 years,Unknown
9938,Redbridge,2,1 to 3 years,Unknown
9939,Redbridge,2,1 to 3 years,Unknown
9940,Redbridge,2,1 to 3 years,Unknown
9942,Redbridge,2,1 to 3 years,Unknown
9943,Redbridge,3,1 to 3 years,Unknown
9944,Redbridge,2,1 to 3 years,Unknown
9945,Redbridge,2,1 to 3 years,Unknown
9946,Redbridge,4,1 to 3 years,Unknown
9947,Redbridge,4,1 to 3 years,Unknown
9948,Redbridge,3,1 to 3 years,Unknown
9949,Redbridge,3,1 to 3 years,Unknown
9950,Redbridge,2,1 to 3 years,Unknown
9952,Redbridge,3,1 to 3 years,Unknown
9953,Redbridge,4,1 to 3 years,Unknown
9954,Redbridge,3,1 to 3 years,Unknown
9955,Redbridge,2,1 to 3 years,Unknown
9956,Redbridge,3,1 to 3 years,Unknown
9957,Redbridge,2,1 to 3 years,Unknown
9958,Redbridge,2,1 to 3 years,Unknown
9959,Redbridge,2,1 to 3 years,Unknown
9962,Redbridge,2,1 to 3 years,Unknown
9963,Redbridge,2,1 to 3 years,Unknown
9964,Redbridge,3,1 to 3 years,Unknown
9965,Redbridge,3,1 to 3 years,Unknown
9966,Redbridge,1,1 to 3 years,Unknown
9967,Redbridge,3,1 to 3 years,Unknown
9968,Redbridge,2,1 to 3 years,Unknown
9969,Redbridge,2,1 to 3 years,Unknown
9970,Redbridge,2,1 to 3 years,Unknown
9971,Redbridge,3,1 to 3 years,Unknown
9972,Redbridge,2,1 to 3 years,Unknown
9973,Redbridge,2,1 to 3 years,Unknown
9975,Redbridge,2,1 to 3 years,Unknown
9977,Redbridge,3,1 to 3 years,Unknown
9978,Redbridge,3,1 to 3 years,Unknown
9979,Redbridge,3,1 to 3 years,Unknown
9980,Redbridge,4,1 to 3 years,Unknown
9981,Redbridge,2,1 to 3 years,Unknown
9982,Redbridge,2,1 to 3 years,Unknown
9983,Redbridge,3,1 to 3 years,Unknown
9984,Redbridge,2,1 to 3 years,Unknown
9985,Redbridge,3,1 to 3 years,Unknown
9986,Redbridge,3,1 to 3 years,Unknown
9987,Redbridge,2,1 to 3 years,Unknown
9988,Redbridge,3,1 to 3 years,Unknown
9989,Redbridge,3,1 to 3 years,Unknown
9991,Redbridge,3,1 to 3 years,Unknown
9992,Redbridge,3,1 to 3 years,Unknown
9993,Redbridge,2,1 to 3 years,Unknown
9994,Redbridge,2,1 to 3 years,Unknown
9995,Redbridge,3,1 to 3 years,Unknown
9996,Redbridge,2,1 to 3 years,Unknown
9997,Redbridge,3,1 to 3 years,Unknown
9998,Redbridge,2,1 to 3 years,Unknown
9999,Redbridge,2,1 to 3 years,Unknown
10000,Redbridge,3,1 to 3 years,Unknown
10001,Redbridge,2,1 to 3 years,Unknown
10002,Redbridge,2,1 to 3 years,Unknown
10003,Redbridge,2,1 to 3 years,Unknown
10004,Redbridge,3,1 to 3 years,Unknown
10005,Redbridge,2,1 to 3 years,Unknown
10006,Redbridge,2,1 to 3 years,Unknown
10007,Redbridge,2,1 to 3 years,Unknown
10008,Redbridge,2,1 to 3 years,Unknown
10009,Redbridge,3,1 to 3 years,Unknown
10010,Redbridge,2,1 to 3 years,Unknown
10011,Redbridge,2,1 to 3 years,Unknown
10012,Redbridge,3,1 to 3 years,Unknown
10013,Redbridge,4,1 to 3 years,Unknown
10016,Redbridge,2,1 to 3 years,Unknown
10017,Redbridge,2,1 to 3 years,Unknown
10018,Redbridge,2,1 to 3 years,Unknown
10019,Redbridge,2,1 to 3 years,Unknown
10020,Redbridge,2,1 to 3 years,Unknown
10022,Redbridge,3,1 to 3 years,Unknown
10023,Redbridge,3,1 to 3 years,Unknown
10024,Redbridge,3,1 to 3 years,Unknown
10025,Redbridge,3,1 to 3 years,Unknown
10026,Redbridge,3,1 to 3 years,Unknown
10027,Redbridge,2,1 to 3 years,Unknown
10028,Redbridge,3,1 to 3 years,Unknown
10029,Redbridge,3,1 to 3 years,Unknown
10030,Redbridge,3,1 to 3 years,Unknown
10031,Redbridge,2,1 to 3 years,Unknown
10032,Redbridge,2,1 to 3 years,Unknown
10033,Redbridge,3,1 to 3 years,Unknown
10034,Redbridge,3,1 to 3 years,Unknown
10035,Redbridge,2,1 to 3 years,Unknown
10036,Redbridge,2,1 to 3 years,Unknown
10037,Redbridge,3,1 to 3 years,Unknown
10038,Redbridge,2,1 to 3 years,Unknown
10039,Redbridge,3,1 to 3 years,Unknown
10040,Redbridge,3,1 to 3 years,Unknown
10042,Redbridge,3,1 to 3 years,Unknown
10043,Redbridge,2,1 to 3 years,Unknown
10044,Redbridge,2,1 to 3 years,Unknown
10045,Redbridge,3,1 to 3 years,Unknown
10046,Redbridge,3,1 to 3 years,Unknown
10047,Redbridge,2,1 to 3 years,Unknown
10048,Redbridge,2,1 to 3 years,Unknown
10049,Redbridge,3,1 to 3 years,Unknown
10050,Redbridge,3,1 to 3 years,Unknown
10051,Redbridge,3,1 to 3 years,Unknown
10052,Redbridge,3,1 to 3 years,Unknown
10053,Redbridge,2,1 to 3 years,Unknown
10054,Redbridge,3,1 to 3 years,Unknown
10055,Redbridge,3,1 to 3 years,Unknown
10056,Redbridge,2,1 to 3 years,Unknown
10057,Redbridge,3,1 to 3 years,Unknown
10058,Redbridge,2,1 to 3 years,Unknown
10059,Redbridge,2,1 to 3 years,Unknown
10060,Redbridge,3,1 to 3 years,Unknown
10061,Redbridge,3,1 to 3 years,Unknown
10062,Redbridge,2,1 to 3 years,Unknown
10063,Redbridge,2,1 to 3 years,Unknown
10064,Redbridge,4,1 to 3 years,Unknown
10065,Redbridge,3,1 to 3 years,Unknown
10066,Redbridge,2,1 to 3 years,Unknown
10067,Redbridge,2,1 to 3 years,Unknown
10068,Redbridge,2,1 to 3 years,Unknown
10069,Redbridge,4,1 to 3 years,Unknown
10070,Redbridge,3,1 to 3 years,Unknown
10071,Redbridge,2,1 to 3 years,Unknown
10072,Redbridge,2,1 to 3 years,Unknown
10073,Redbridge,3,1 to 3 years,Unknown
10074,Redbridge,4,1 to 3 years,Unknown
10075,Redbridge,2,1 to 3 years,Unknown
10076,Redbridge,2,1 to 3 years,Unknown
10077,Redbridge,2,1 to 3 years,Unknown
10078,Redbridge,3,1 to 3 years,Unknown
10079,Redbridge,2,1 to 3 years,Unknown
10080,Redbridge,3,1 to 3 years,Unknown
10081,Redbridge,2,1 to 3 years,Unknown
10082,Redbridge,2,1 to 3 years,Unknown
10083,Redbridge,2,1 to 3 years,Unknown
10084,Redbridge,2,1 to 3 years,Unknown
10085,Redbridge,2,1 to 3 years,Unknown
10087,Redbridge,3,1 to 3 years,Unknown
10088,Redbridge,4,1 to 3 years,Unknown
10089,Redbridge,3,1 to 3 years,Unknown
10090,Redbridge,3,1 to 3 years,Unknown
10092,Redbridge,3,1 to 3 years,Unknown
10094,Redbridge,3,1 to 3 years,Unknown
10095,Redbridge,3,1 to 3 years,Unknown
10097,Redbridge,2,1 to 3 years,Unknown
10098,Redbridge,3,1 to 3 years,Unknown
10099,Redbridge,2,1 to 3 years,Unknown
10100,Redbridge,3,1 to 3 years,Unknown
10101,Redbridge,4,1 to 3 years,Unknown
10102,Redbridge,2,1 to 3 years,Unknown
10103,Redbridge,2,1 to 3 years,Unknown
10104,Redbridge,3,1 to 3 years,Unknown
10106,Redbridge,3,1 to 3 years,Unknown
10107,Redbridge,2,1 to 3 years,Unknown
10108,Redbridge,3,1 to 3 years,Unknown
10111,Redbridge,2,1 to 3 years,Unknown
10112,Redbridge,4,1 to 3 years,Unknown
10113,Redbridge,3,1 to 3 years,Unknown
10114,Redbridge,2,1 to 3 years,Unknown
10115,Redbridge,2,1 to 3 years,Unknown
10116,Redbridge,2,1 to 3 years,Unknown
10117,Redbridge,2,1 to 3 years,Unknown
10119,Redbridge,2,1 to 3 years,Unknown
10120,Redbridge,2,1 to 3 years,Unknown
10121,Redbridge,3,1 to 3 years,Unknown
10122,Redbridge,3,1 to 3 years,Unknown
10123,Redbridge,3,1 to 3 years,Unknown
10124,Redbridge,3,1 to 3 years,Unknown
10125,Redbridge,3,1 to 3 years,Unknown
10126,Redbridge,3,1 to 3 years,Unknown
10128,Redbridge,2,1 to 3 years,Unknown
10129,Redbridge,3,1 to 3 years,Unknown
10130,Redbridge,2,1 to 3 years,Unknown
10131,Redbridge,2,1 to 3 years,Unknown
10132,Redbridge,2,1 to 3 years,Unknown
10134,Redbridge,3,1 to 3 years,Unknown
10135,Redbridge,3,1 to 3 years,Unknown
10136,Redbridge,2,1 to 3 years,Unknown
10137,Redbridge,4,1 to 3 years,Unknown
10138,Redbridge,3,1 to 3 years,Unknown
10139,Redbridge,3,1 to 3 years,Unknown
10140,Redbridge,2,1 to 3 years,Unknown
10141,Redbridge,2,1 to 3 years,Unknown
10142,Redbridge,3,1 to 3 years,Unknown
10143,Redbridge,2,1 to 3 years,Unknown
10144,Redbridge,3,1 to 3 years,Unknown
10145,Redbridge,3,1 to 3 years,Unknown
10146,Redbridge,2,1 to 3 years,Unknown
10147,Redbridge,2,1 to 3 years,Unknown
10148,Redbridge,3,1 to 3 years,Unknown
10149,Redbridge,2,1 to 3 years,Unknown
10150,Redbridge,3,1 to 3 years,Unknown
10151,Redbridge,3,1 to 3 years,Unknown
10152,Redbridge,3,1 to 3 years,Unknown
10153,Redbridge,3,1 to 3 years,Unknown
10154,Redbridge,2,1 to 3 years,Unknown
10156,Redbridge,2,1 to 3 years,Unknown
10157,Redbridge,3,1 to 3 years,Unknown
10158,Redbridge,2,1 to 3 years,Unknown
10160,Redbridge,3,1 to 3 years,Unknown
10161,Redbridge,3,1 to 3 years,Unknown
10162,Redbridge,3,1 to 3 years,Unknown
10163,Redbridge,2,1 to 3 years,Unknown
10164,Redbridge,2,1 to 3 years,Unknown
10166,Redbridge,3,1 to 3 years,Unknown
10167,Redbridge,3,1 to 3 years,Unknown
10168,Redbridge,2,1 to 3 years,Unknown
10169,Redbridge,2,1 to 3 years,Unknown
10170,Redbridge,3,1 to 3 years,Unknown
10171,Redbridge,2,1 to 3 years,Unknown
10172,Redbridge,2,1 to 3 years,Unknown
10173,Redbridge,2,1 to 3 years,Unknown
10174,Redbridge,3,1 to 3 years,Unknown
10175,Redbridge,3,1 to 3 years,Unknown
10176,Redbridge,2,1 to 3 years,Unknown
10177,Redbridge,3,1 to 3 years,Unknown
10178,Redbridge,2,1 to 3 years,Unknown
10180,Redbridge,2,1 to 3 years,Unknown
10181,Redbridge,2,1 to 3 years,Unknown
10182,Redbridge,3,1 to 3 years,Unknown
10183,Redbridge,3,1 to 3 years,Unknown
10184,Redbridge,2,1 to 3 years,Unknown
10185,Redbridge,2,1 to 3 years,Unknown
10186,Redbridge,2,1 to 3 years,Unknown
10187,Redbridge,2,1 to 3 years,Unknown
10188,Redbridge,3,1 to 3 years,Unknown
10189,Redbridge,2,1 to 3 years,Unknown
10190,Redbridge,2,1 to 3 years,Unknown
10191,Redbridge,2,1 to 3 years,Unknown
10192,Redbridge,2,1 to 3 years,Unknown
10193,Redbridge,2,1 to 3 years,Unknown
10194,Redbridge,3,1 to 3 years,Unknown
10195,Redbridge,2,1 to 3 years,Unknown
10196,Redbridge,3,1 to 3 years,Unknown
10197,Redbridge,2,1 to 3 years,Unknown
10198,Redbridge,2,1 to 3 years,Unknown
10199,Redbridge,3,1 to 3 years,Unknown
10200,Redbridge,3,1 to 3 years,Unknown
10201,Redbridge,3,1 to 3 years,Unknown
10202,Redbridge,3,1 to 3 years,Unknown
10203,Redbridge,2,1 to 3 years,Unknown
10204,Redbridge,2,1 to 3 years,Unknown
10206,Redbridge,3,1 to 3 years,Unknown
10207,Redbridge,2,1 to 3 years,Unknown
10208,Redbridge,3,1 to 3 years,Unknown
10209,Redbridge,3,1 to 3 years,Unknown
10210,Redbridge,3,1 to 3 years,Unknown
10211,Redbridge,3,1 to 3 years,Unknown
10212,Redbridge,3,1 to 3 years,Unknown
10213,Redbridge,4,1 to 3 years,Unknown
10214,Redbridge,2,1 to 3 years,Unknown
10215,Redbridge,2,1 to 3 years,Unknown
10216,Redbridge,3,1 to 3 years,Unknown
10218,Redbridge,2,1 to 3 years,Unknown
10219,Redbridge,3,1 to 3 years,Unknown
10220,Redbridge,3,1 to 3 years,Unknown
10221,Redbridge,2,1 to 3 years,Unknown
10222,Redbridge,2,1 to 3 years,Unknown
10223,Redbridge,2,1 to 3 years,Unknown
10224,Redbridge,3,1 to 3 years,Unknown
10225,Redbridge,3,1 to 3 years,Unknown
10226,Redbridge,3,1 to 3 years,Unknown
10227,Redbridge,2,1 to 3 years,Unknown
10228,Redbridge,3,1 to 3 years,Unknown
10229,Redbridge,3,1 to 3 years,Unknown
10230,Redbridge,2,1 to 3 years,Unknown
10231,Redbridge,3,1 to 3 years,Unknown
10232,Redbridge,2,1 to 3 years,Unknown
10233,Redbridge,2,1 to 3 years,Unknown
10234,Redbridge,3,1 to 3 years,Unknown
10236,Redbridge,3,1 to 3 years,Unknown
10237,Redbridge,2,1 to 3 years,Unknown
10238,Redbridge,2,1 to 3 years,Unknown
10240,Redbridge,4,1 to 3 years,Unknown
10241,Redbridge,3,1 to 3 years,Unknown
10242,Redbridge,4,1 to 3 years,Unknown
10243,Redbridge,2,1 to 3 years,Unknown
10244,Redbridge,3,1 to 3 years,Unknown
10245,Redbridge,3,1 to 3 years,Unknown
10246,Redbridge,3,1 to 3 years,Unknown
10247,Redbridge,3,1 to 3 years,Unknown
10248,Redbridge,2,1 to 3 years,Unknown
10249,Redbridge,2,1 to 3 years,Unknown
10250,Redbridge,3,1 to 3 years,Unknown
10251,Redbridge,4,1 to 3 years,Unknown
10252,Redbridge,3,1 to 3 years,Unknown
10253,Redbridge,2,1 to 3 years,Unknown
10254,Redbridge,2,1 to 3 years,Unknown
10255,Redbridge,2,1 to 3 years,Unknown
10256,Redbridge,3,1 to 3 years,Unknown
10257,Redbridge,2,1 to 3 years,Unknown
10258,Redbridge,2,1 to 3 years,Unknown
10259,Redbridge,2,1 to 3 years,Unknown
10260,Redbridge,3,1 to 3 years,Unknown
10261,Redbridge,3,1 to 3 years,Unknown
10262,Redbridge,3,1 to 3 years,Unknown
10263,Redbridge,2,1 to 3 years,Unknown
10264,Redbridge,2,1 to 3 years,Unknown
10265,Redbridge,3,1 to 3 years,Unknown
10266,Redbridge,3,1 to 3 years,Unknown
10267,Redbridge,2,1 to 3 years,Unknown
10268,Redbridge,3,1 to 3 years,Unknown
10269,Redbridge,3,1 to 3 years,Unknown
10270,Redbridge,3,1 to 3 years,Unknown
10271,Redbridge,3,1 to 3 years,Unknown
10273,Redbridge,2,1 to 3 years,Unknown
10274,Redbridge,2,1 to 3 years,Unknown
10275,Redbridge,3,1 to 3 years,Unknown
10276,Redbridge,4,1 to 3 years,Unknown
10277,Redbridge,2,1 to 3 years,Unknown
10278,Redbridge,2,1 to 3 years,Unknown
10279,Redbridge,2,1 to 3 years,Unknown
10280,Redbridge,2,1 to 3 years,Unknown
10281,Redbridge,2,1 to 3 years,Unknown
10282,Redbridge,3,1 to 3 years,Unknown
10283,Redbridge,3,1 to 3 years,Unknown
10284,Redbridge,3,1 to 3 years,Unknown
10285,Redbridge,2,1 to 3 years,Unknown
10286,Redbridge,3,1 to 3 years,Unknown
10287,Redbridge,2,1 to 3 years,Unknown
10288,Redbridge,3,1 to 3 years,Unknown
10289,Redbridge,3,1 to 3 years,Unknown
10290,Redbridge,2,1 to 3 years,Unknown
10291,Redbridge,2,1 to 3 years,Unknown
10292,Redbridge,2,1 to 3 years,Unknown
10293,Redbridge,2,1 to 3 years,Unknown
10294,Redbridge,3,1 to 3 years,Unknown
10295,Redbridge,2,1 to 3 years,Unknown
10296,Redbridge,3,1 to 3 years,Unknown
10297,Redbridge,3,1 to 3 years,Unknown
10298,Redbridge,3,1 to 3 years,Unknown
10299,Redbridge,2,1 to 3 years,Unknown
10300,Redbridge,2,1 to 3 years,Unknown
10301,Redbridge,2,1 to 3 years,Unknown
10302,Redbridge,3,1 to 3 years,Unknown
10303,Redbridge,3,1 to 3 years,Unknown
10304,Redbridge,2,1 to 3 years,Unknown
10305,Redbridge,4,1 to 3 years,Unknown
10306,Redbridge,3,1 to 3 years,Unknown
10307,Redbridge,3,1 to 3 years,Unknown
10308,Redbridge,3,1 to 3 years,Unknown
10309,Redbridge,2,1 to 3 years,Unknown
10311,Redbridge,3,1 to 3 years,Unknown
10312,Redbridge,3,1 to 3 years,Unknown
10313,Redbridge,3,1 to 3 years,Unknown
10314,Redbridge,2,1 to 3 years,Unknown
10315,Redbridge,3,1 to 3 years,Unknown
10316,Redbridge,2,1 to 3 years,Unknown
10317,Redbridge,2,1 to 3 years,Unknown
10318,Redbridge,3,1 to 3 years,Unknown
10319,Redbridge,4,1 to 3 years,Unknown
10320,Redbridge,2,1 to 3 years,Unknown
10321,Redbridge,2,1 to 3 years,Unknown
10322,Redbridge,3,1 to 3 years,Unknown
10324,Redbridge,2,1 to 3 years,Unknown
10325,Redbridge,4,1 to 3 years,Unknown
10326,Redbridge,2,1 to 3 years,Unknown
10327,Redbridge,3,1 to 3 years,Unknown
10328,Redbridge,3,1 to 3 years,Unknown
10329,Redbridge,3,1 to 3 years,Unknown
10330,Redbridge,3,1 to 3 years,Unknown
10331,Redbridge,3,1 to 3 years,Unknown
10332,Redbridge,3,1 to 3 years,Unknown
10333,Redbridge,2,1 to 3 years,Unknown
10334,Redbridge,3,1 to 3 years,Unknown
10335,Redbridge,2,1 to 3 years,Unknown
10336,Redbridge,3,1 to 3 years,Unknown
10337,Redbridge,2,1 to 3 years,Unknown
10338,Redbridge,3,1 to 3 years,Unknown
10339,Redbridge,2,1 to 3 years,Unknown
10340,Redbridge,2,1 to 3 years,Unknown
10342,Redbridge,3,1 to 3 years,Unknown
10343,Redbridge,3,1 to 3 years,Unknown
10344,Redbridge,2,1 to 3 years,Unknown
10345,Redbridge,2,1 to 3 years,Unknown
10346,Redbridge,4,1 to 3 years,Unknown
10347,Redbridge,2,1 to 3 years,Unknown
10348,Redbridge,2,1 to 3 years,Unknown
10349,Redbridge,3,1 to 3 years,Unknown
10350,Redbridge,2,1 to 3 years,Unknown
10351,Redbridge,2,1 to 3 years,Unknown
10352,Redbridge,4,1 to 3 years,Unknown
10353,Redbridge,3,1 to 3 years,Unknown
10354,Redbridge,2,1 to 3 years,Unknown
10355,Redbridge,2,1 to 3 years,Unknown
10356,Redbridge,3,1 to 3 years,Unknown
10357,Redbridge,3,1 to 3 years,Unknown
10358,Redbridge,3,1 to 3 years,Unknown
10359,Redbridge,3,1 to 3 years,Unknown
10360,Redbridge,3,1 to 3 years,Unknown
10361,Redbridge,3,1 to 3 years,Unknown
10362,Redbridge,2,1 to 3 years,Unknown
10363,Redbridge,3,1 to 3 years,Unknown
10364,Redbridge,3,1 to 3 years,Unknown
10365,Redbridge,3,1 to 3 years,Unknown
10367,Redbridge,2,1 to 3 years,Unknown
10368,Redbridge,2,1 to 3 years,Unknown
10369,Redbridge,3,1 to 3 years,Unknown
10370,Redbridge,2,1 to 3 years,Unknown
10371,Redbridge,3,1 to 3 years,Unknown
10372,Redbridge,2,1 to 3 years,Unknown
